device-registry asset-endpoint-profile->list->0->responses->200->body->schema->props->value->item	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 0->responses->200->body->schema->props->value->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""type"": ""object"", ""name"": ""extendedLocation"", ""required"": true, ""props"": [{""type"": ""string"", ""name"": ""name"", ""required"": true}, {""type"": ""string"", ""name"": ""type"", ""required"": true}]}, {""readOnly"": true, ""type"": ""ResourceId"", ""name"": ""id"", ""format"": {""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}}, {""type"": ""ResourceLocation"", ""name"": ""location"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}, {""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""discoveredAssetEndpointProfileRef""}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""provisioningState"", ""enum"": {""items"": [{""value"": ""Accepted""}, {""value"": ""Canceled""}, {""value"": ""Deleting""}, {""value"": ""Failed""}, {""value"": ""Succeeded""}]}}, {""readOnly"": true, ""type"": ""object"", ""name"": ""status"", ""props"": [{""readOnly"": true, ""type"": ""array<object>"", ""name"": ""errors"", ""item"": {""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""integer32"", ""name"": ""code""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""message""}]}}]}, {""type"": ""string"", ""name"": ""targetAddress"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""uuid""}], ""clientFlatten"": true}, {""readOnly"": true, ""type"": ""object"", ""name"": ""systemData"", ""props"": [{""type"": ""dateTime"", ""name"": ""createdAt""}, {""type"": ""string"", ""name"": ""createdBy""}, {""type"": ""string"", ""name"": ""createdByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}, {""type"": ""dateTime"", ""name"": ""lastModifiedAt""}, {""type"": ""string"", ""name"": ""lastModifiedBy""}, {""type"": ""string"", ""name"": ""lastModifiedByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}]}, {""type"": ""object"", ""name"": ""tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}, {""readOnly"": true, ""type"": ""string"", ""name"": ""type""}]}"	"{""type"": ""object"", ""props"": [{""type"": ""object"", ""name"": ""extendedLocation"", ""required"": true, ""props"": [{""type"": ""string"", ""name"": ""name"", ""required"": true}, {""type"": ""string"", ""name"": ""type"", ""required"": true}]}, {""readOnly"": true, ""type"": ""ResourceId"", ""name"": ""id""}, {""type"": ""string"", ""name"": ""location"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}, {""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""discoveredAssetEndpointProfileRef""}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""provisioningState"", ""enum"": {""items"": [{""value"": ""Accepted""}, {""value"": ""Canceled""}, {""value"": ""Deleting""}, {""value"": ""Failed""}, {""value"": ""Succeeded""}]}}, {""readOnly"": true, ""type"": ""object"", ""name"": ""status"", ""props"": [{""readOnly"": true, ""type"": ""array<object>"", ""name"": ""errors"", ""item"": {""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""integer32"", ""name"": ""code""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""message""}]}}]}, {""type"": ""string"", ""name"": ""targetAddress"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""uuid""}]}, {""readOnly"": true, ""type"": ""object"", ""name"": ""systemData"", ""props"": [{""type"": ""dateTime"", ""name"": ""createdAt""}, {""type"": ""string"", ""name"": ""createdBy""}, {""type"": ""string"", ""name"": ""createdByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}, {""type"": ""dateTime"", ""name"": ""lastModifiedAt""}, {""type"": ""string"", ""name"": ""lastModifiedBy""}, {""type"": ""string"", ""name"": ""lastModifiedByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}]}, {""type"": ""object"", ""name"": ""tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}, {""readOnly"": true, ""type"": ""string"", ""name"": ""type""}]}"
device-registry asset-endpoint-profile->list->0->responses->200->body->schema->props->value->identifiers	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 0->responses->200->body->schema->props->value->identifiers	ChangeType.ADD	"[""name""]"
device-registry asset-endpoint-profile->list->1->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 1->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->list->1->responses->error	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 1->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->list->1->responses->200->body->schema->props->value->item	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 1->responses->200->body->schema->props->value->item	ChangeType.CHANGE	"{""type"": ""object"", ""props"": [{""type"": ""object"", ""name"": ""extendedLocation"", ""required"": true, ""props"": [{""type"": ""string"", ""name"": ""name"", ""required"": true}, {""type"": ""string"", ""name"": ""type"", ""required"": true}]}, {""readOnly"": true, ""type"": ""ResourceId"", ""name"": ""id"", ""format"": {""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}}, {""type"": ""ResourceLocation"", ""name"": ""location"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}, {""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""discoveredAssetEndpointProfileRef""}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""provisioningState"", ""enum"": {""items"": [{""value"": ""Accepted""}, {""value"": ""Canceled""}, {""value"": ""Deleting""}, {""value"": ""Failed""}, {""value"": ""Succeeded""}]}}, {""readOnly"": true, ""type"": ""object"", ""name"": ""status"", ""props"": [{""readOnly"": true, ""type"": ""array<object>"", ""name"": ""errors"", ""item"": {""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""integer32"", ""name"": ""code""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""message""}]}}]}, {""type"": ""string"", ""name"": ""targetAddress"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""uuid""}], ""clientFlatten"": true}, {""readOnly"": true, ""type"": ""object"", ""name"": ""systemData"", ""props"": [{""type"": ""dateTime"", ""name"": ""createdAt""}, {""type"": ""string"", ""name"": ""createdBy""}, {""type"": ""string"", ""name"": ""createdByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}, {""type"": ""dateTime"", ""name"": ""lastModifiedAt""}, {""type"": ""string"", ""name"": ""lastModifiedBy""}, {""type"": ""string"", ""name"": ""lastModifiedByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}]}, {""type"": ""object"", ""name"": ""tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}, {""readOnly"": true, ""type"": ""string"", ""name"": ""type""}]}"	"{""type"": ""object"", ""props"": [{""type"": ""object"", ""name"": ""extendedLocation"", ""required"": true, ""props"": [{""type"": ""string"", ""name"": ""name"", ""required"": true}, {""type"": ""string"", ""name"": ""type"", ""required"": true}]}, {""readOnly"": true, ""type"": ""ResourceId"", ""name"": ""id""}, {""type"": ""string"", ""name"": ""location"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""name""}, {""type"": ""object"", ""name"": ""properties"", ""props"": [{""type"": ""string"", ""name"": ""additionalConfiguration""}, {""type"": ""object"", ""name"": ""authentication"", ""props"": [{""default"": {""value"": ""Certificate""}, ""type"": ""string"", ""name"": ""method"", ""required"": true, ""enum"": {""items"": [{""value"": ""Anonymous""}, {""value"": ""Certificate""}, {""value"": ""UsernamePassword""}]}}, {""type"": ""object"", ""name"": ""usernamePasswordCredentials"", ""props"": [{""type"": ""string"", ""name"": ""passwordSecretName"", ""required"": true}, {""type"": ""string"", ""name"": ""usernameSecretName"", ""required"": true}]}, {""type"": ""object"", ""name"": ""x509Credentials"", ""props"": [{""type"": ""string"", ""name"": ""certificateSecretName"", ""required"": true}]}]}, {""type"": ""string"", ""name"": ""discoveredAssetEndpointProfileRef""}, {""type"": ""string"", ""name"": ""endpointProfileType"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""provisioningState"", ""enum"": {""items"": [{""value"": ""Accepted""}, {""value"": ""Canceled""}, {""value"": ""Deleting""}, {""value"": ""Failed""}, {""value"": ""Succeeded""}]}}, {""readOnly"": true, ""type"": ""object"", ""name"": ""status"", ""props"": [{""readOnly"": true, ""type"": ""array<object>"", ""name"": ""errors"", ""item"": {""type"": ""object"", ""props"": [{""readOnly"": true, ""type"": ""integer32"", ""name"": ""code""}, {""readOnly"": true, ""type"": ""string"", ""name"": ""message""}]}}]}, {""type"": ""string"", ""name"": ""targetAddress"", ""required"": true}, {""readOnly"": true, ""type"": ""string"", ""name"": ""uuid""}]}, {""readOnly"": true, ""type"": ""object"", ""name"": ""systemData"", ""props"": [{""type"": ""dateTime"", ""name"": ""createdAt""}, {""type"": ""string"", ""name"": ""createdBy""}, {""type"": ""string"", ""name"": ""createdByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}, {""type"": ""dateTime"", ""name"": ""lastModifiedAt""}, {""type"": ""string"", ""name"": ""lastModifiedBy""}, {""type"": ""string"", ""name"": ""lastModifiedByType"", ""enum"": {""items"": [{""value"": ""Application""}, {""value"": ""Key""}, {""value"": ""ManagedIdentity""}, {""value"": ""User""}]}}]}, {""type"": ""object"", ""name"": ""tags"", ""additionalProps"": {""item"": {""type"": ""string""}}}, {""readOnly"": true, ""type"": ""string"", ""name"": ""type""}]}"
device-registry asset-endpoint-profile->list->1->responses->200->body->schema->props->value->identifiers	root->command-group:device-registry asset-endpoint-profile->command:list->operation ind: 1->responses->200->body->schema->props->value->identifiers	ChangeType.ADD	"[""name""]"
device-registry asset-endpoint-profile->create->Resource->$resource.location->type	root->command-group:device-registry asset-endpoint-profile->command:create->argGroup: Resource->arg: $resource.location->prop: type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->Resource->$resource.location->options	root->command-group:device-registry asset-endpoint-profile->command:create->argGroup: Resource->arg: $resource.location->prop: options	ChangeType.CHANGE	"[""l"", ""location""]"	"[""location""]"
device-registry asset-endpoint-profile->create->0->request->path->params->resourceGroupName->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->path->params->arg: resourceGroupName->prop: format	ChangeType.CHANGE	"{""maxLength"": 90, ""minLength"": 1}"	"{""pattern"": ""^[-\\w\\._\\(\\)]+$"", ""maxLength"": 90, ""minLength"": 1}"
device-registry asset-endpoint-profile->create->0->request->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->request->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->request->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
device-registry asset-endpoint-profile->create->0->responses->error	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->error	ChangeType.CHANGE	"{""isError"": true, ""body"": {""json"": {""schema"": {""type"": ""@MgmtErrorFormat""}}}}"	"{""isError"": true, ""body"": {""json"": {""schema"": {""readOnly"": true, ""type"": ""@MgmtErrorFormat""}}}}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->id->format	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->id->format	ChangeType.REMOVE	"{""template"": ""/subscriptions/{}/resourceGroups/{}/providers/Microsoft.DeviceRegistry/assetEndpointProfiles/{}""}"
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->location->type	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->location->type	ChangeType.CHANGE	"""ResourceLocation"""	"""string"""
device-registry asset-endpoint-profile->create->0->responses->200.201->body->schema->props->properties->clientFlatten	root->command-group:device-registry asset-endpoint-profile->command:create->operation ind: 0->responses->200.201->body->schema->props->properties->clientFlatten	ChangeType.REMOVE	true
